rating,review_count,isbn,booktype,author,year,genres,dir,rating_count,name
3.88,444,0439672465,good_reads:book,Chris d Lacey,1985,fantasy|fantasy|dragons|young-adult|fiction|childrens|fantasy|magic|adventure|childrens|middle-grade|science-fiction-fantasy|science-fiction,dir29/312050.Icefire.html,444,"Icefire (The Last Dragon Chronicles, #2)"
4.19,722,141692499X,good_reads:book,Anne McCaffrey,1976,fantasy|science-fiction|fantasy|dragons|fiction|young-adult|science-fiction-fantasy|adventure|fantasy|high-fantasy|young-adult|young-adult-fantasy|young-adult|teen,dir29/28541.Dragonsong.html,722,"Dragonsong (Harper Hall, #1)"
4.2,397,,good_reads:book,Tamora Pierce,2000,fantasy|magic|young-adult|teen|science-fiction-fantasy|fantasy|high-fantasy|young-adult|young-adult-fantasy|young-adult,dir29/153785.Page.html,397,"Page (Protector of the Small, #2)"
3.83,1961,0316094617,good_reads:book,Cat Patrick,2011,young-adult|romance|fantasy|paranormal|fantasy|mystery|contemporary|fiction,dir29/9415951-forgotten.html,1961,Forgotten
4.12,468,031235326X,good_reads:book,Barbara Taylor Bradford,1979,historical-fiction|womens-fiction|chick-lit|romance|contemporary|adult-fiction|fiction|drama|womens-fiction|novels,dir29/8155.A_Woman_of_Substance.html,468,A Woman of Substance (Emma Harte Saga #1)
4.14,1447,0312980140,good_reads:book,Janet Evanovich,2001,mystery|humor|funny|adult|humor|womens-fiction|chick-lit|fiction|mystery|detective|suspense|mystery|crime|romance,dir29/6424.Seven_Up.html,1447,"Seven Up (Stephanie Plum, #7)"
4.12,588,0345495934,good_reads:book,Laurell K Hamilton,2008,fantasy|fantasy|urban-fantasy|fantasy|paranormal|romance|romance|paranormal-romance|fairies|fae|fiction|adult-fiction|erotica|fantasy|supernatural|adult,dir29/2798094-swallowing-darkness.html,588,"Swallowing Darkness (Merry Gentry, #7)"
3.98,1873,0375829830,good_reads:book,Melina Marchetta,2003,young-adult|contemporary|romance|fiction|realistic-fiction|womens-fiction|chick-lit|young-adult|teen,dir29/82434.Saving_Francesca.html,1873,Saving Francesca
4.68,114,140121083X,good_reads:book,Neil Gaiman,2007,sequential-art|graphic-novels|sequential-art|comics|fantasy|fiction|horror|graphic-novels-comics|comics|comic-book|fantasy|mythology|fantasy|urban-fantasy,dir29/1025685.The_Absolute_Sandman_Vol_2.html,114,"The Absolute Sandman, Vol. 2"
4.04,4420,0670018864,good_reads:book,Tana French,2008,mystery|fiction|mystery|crime|suspense|thriller|thriller|mystery-thriller,dir29/1914973.The_Likeness.html,4420,"The Likeness (Dublin Murder Squad, #2)"
4.09,1168,0440236738,good_reads:book,Harlan Coben,2002,mystery|thriller|fiction|suspense|mystery|crime|thriller|mystery-thriller|mystery|murder-mystery|adult|book-club|adult-fiction,dir29/43930.Gone_for_Good.html,1168,Gone for Good
4.07,526,1598185217,good_reads:book,W Somerset Maugham,1919,fiction|classics|art|literature|novels|european-literature|british-literature|historical-fiction,dir29/44796.The_Moon_and_Sixpence.html,526,The Moon and Sixpence
4.1,42,0615366503,good_reads:book,Jacob Parker,2010,fantasy|christian|young-adult|adventure|young-adult|teen|fiction|adult|animals|mystery,dir29/8214792-kestrel-s-midnight-song.html,42,Kestrel's Midnight Song
3.78,805,,good_reads:book,Addison Moore,2011,paranormal|angels|young-adult|fantasy|paranormal|fantasy|romance|romance|paranormal-romance|fantasy|supernatural|fantasy|magic|fantasy|urban-fantasy|science-fiction|time-travel,dir29/10941624-ethereal.html,805,"Ethereal (Celestra, #1)"
4.16,373,0375700188,good_reads:book,Thomas Kempis,1300,christian|religion|christianity|religion|theology|classics|spirituality|non-fiction|christianity|catholic|religion|religion|faith|philosophy,dir29/851393.The_Imitation_of_Christ.html,373,The Imitation of Christ
4.11,9,,good_reads:book,Darrius Garrett,2013,non-fiction|autobiography|memoir|education|biography|teaching|inspirational,dir29/17879512-diary-of-a-freedom-writer.html,9,Diary of a Freedom Writer
4.93,0,9789898541,good_reads:book,Gra a Jacinto,2012,,dir29/19065420-la-os-fortes-e-decis-es-dif-ceis.html,0,LaÃ§os fortes e decisÃµes difÃ­ceis
4.09,243,,good_reads:book,Fyodor Dostoyevsky,1848,classics|cultural|russia|literature|russian-literature|fiction|short-stories|literature|novels|romance|literature|19th-century|literary-fiction,dir29/1772910.White_Nights_and_Other_Stories.html,243,White Nights and Other Stories
3.82,56,,good_reads:book,Melissa Petreshock,2014,new-adult|fantasy|fantasy|paranormal|romance|paranormal|vampires|fantasy|supernatural|fantasy|dragons|romance|paranormal-romance|young-adult|fantasy|magic,dir29/18685332-fire-of-stars-and-dragons.html,56,Fire of Stars and Dragons (Stars and Souls #1)
4.94,6,,good_reads:book,A J Salt,2014,,dir29/21864814-nik-nassa-the-mark-of-destiny.html,6,Nik Nassa & the Mark of Destiny
3.91,1240,1402726023,good_reads:book,Johann David Wyss,1812,classics|fiction|adventure|childrens|young-adult|literature|historical-fiction|adventure|survival|classics|classic-literature|fantasy,dir29/62111.The_Swiss_Family_Robinson.html,1240,The Swiss Family Robinson
4.07,549,0441004326,good_reads:book,Sharon Shinn,1996,fantasy|romance|science-fiction|fiction|paranormal|angels|science-fiction-fantasy|adult|romance|paranormal-romance|romance|fantasy-romance|fantasy|paranormal,dir29/97961.Archangel.html,549,"Archangel (Samaria, #1)"
4.41,818,1416580956,good_reads:book,Kresley Cole,2010,romance|paranormal-romance|fantasy|paranormal|romance|paranormal|vampires|fantasy|shapeshifters|werewolves|adult|paranormal|shapeshifters|paranormal|demons|fantasy|urban-fantasy,dir29/6337006-pleasure-of-a-dark-prince.html,818,"Pleasure of a Dark Prince (Immortals After Dark, #9)"
4.32,2846,148234873X,good_reads:book,Georgia Cates,2013,romance|adult-fiction|erotica|new-adult|romance|contemporary-romance|contemporary|adult|romance|erotic-romance|erotica|bdsm|womens-fiction|chick-lit|music,dir29/17156015-beauty-from-pain.html,2846,"Beauty from Pain (Beauty, #1)"
4.1,6242,0312364121,good_reads:book,Kristin Hannah,2010,fiction|historical-fiction|book-club|womens-fiction|chick-lit|contemporary|romance|cultural|russia|adult-fiction|family|adult,dir29/6668467-winter-garden.html,6242,Winter Garden
3.23,8596,1565125967,good_reads:book,Robert Goolrick,2009,fiction|historical-fiction|book-club|mystery|romance|adult-fiction|adult|suspense|drama|gothic,dir29/4929705-a-reliable-wife.html,8596,A Reliable Wife
4.09,1096,0688120490,good_reads:book,Lewis Carroll,1871,classics|fantasy|fiction|childrens|young-adult|literature|adventure|european-literature|british-literature|literature|19th-century|novels,dir29/83346.Through_the_Looking_Glass_and_What_Alice_Found_There.html,1096,"Through the Looking-Glass, and What Alice Found There (Alice's Adventures in Wonderland #2)"
3.53,10,,good_reads:book,Huda Aweys,2014,,dir29/22174792.html,10,Ø§ÙØµÙØª Ø±ÙØ­
3.9,2067,0316051594,good_reads:book,Sarah Ockler,2009,young-adult|romance|contemporary|womens-fiction|chick-lit|realistic-fiction|fiction|young-adult|teen|death|young-adult|young-adult-contemporary|young-adult|young-adult-romance,dir29/5231173-twenty-boy-summer.html,2067,Twenty Boy Summer
4.06,1981,0373210574,good_reads:book,Julie Kagawa,2012,fantasy|young-adult|fantasy|paranormal|paranormal|fairies|romance|fantasy|magic|fairies|fae|fantasy|urban-fantasy|adventure|fantasy|supernatural,dir29/12614410-the-lost-prince.html,1981,"The Lost Prince (The Iron Fey: Call of the Forgotten, #1)"
3.99,369,1400310113,good_reads:book,Wayne Thomas Batson,2005,fantasy|young-adult|christian-fiction|christian|fiction|adventure|fantasy|dragons|childrens|middle-grade|childrens|fantasy|magic,dir29/712731.The_Door_Within.html,369,"The Door Within (The Door Within, #1)"
3.78,2264,0312938993,good_reads:book,Sue Grafton,1982,thriller|mystery-thriller|mystery|mystery|detective|literature|american|fiction|womens|mystery|hard-boiled|contemporary|politics|mystery|cozy-mystery,dir29/64863.A_is_for_Alibi.html,2264,"A is for Alibi (Kinsey Millhone, #1)"
3.99,187,,good_reads:book,Alecia Stone,2012,fantasy|young-adult|fantasy|paranormal|paranormal|angels|fiction|paranormal|demons|adventure|fantasy|mythology|mystery|science-fiction,dir29/13419125-talisman-of-el.html,187,Talisman of El (Talisman of El #1)
4.3,2010,0312360819,good_reads:book,Darynda Jones,2011,fantasy|urban-fantasy|fantasy|paranormal|romance|paranormal-romance|romance|mystery|fantasy|paranormal|ghosts|paranormal|demons|adult|fantasy|supernatural,dir29/9565045-second-grave-on-the-left.html,2010,"Second Grave on the Left (Charley Davidson, #2)"
4.23,816,1250036771,good_reads:book,Sherrilyn Kenyon,2004,romance|paranormal-romance|fantasy|paranormal|romance|paranormal|vampires|fantasy|fantasy|urban-fantasy|adult|fantasy|mythology|fiction|fantasy|supernatural,dir29/17332310-kiss-of-the-night.html,816,"Kiss of the Night (Dark-Hunter, #4)"
4.12,255,0345470575,good_reads:book,CLAMP,2003,sequential-art|manga|fantasy|sequential-art|graphic-novels|romance|sequential-art|comics|young-adult|adventure|fiction|fantasy|magic|comics-manga,dir29/13570.Tsubasa.html,255,Tsubasa (Tsubasa: RESERVoir CHRoNiCLE #1)
4.35,494,1586608290,good_reads:book,Oswald Chambers,1935,religion|christianity|religion|theology|religion|faith|classics|non-fiction|spirituality|christian|inspirational|reference|religion,dir29/175510.My_Utmost_for_His_Highest.html,494,My Utmost for His Highest
4.22,597,1590171691,good_reads:book,Stefan Zweig,1941,fiction|classics|european-literature|german-literature|short-stories|literature|games|chess|novels,dir29/59151.Chess_Story.html,597,Chess Story
3.53,722,0060096187,good_reads:book,Meg Cabot,2004,young-adult|romance|womens-fiction|chick-lit|contemporary|young-adult|teen|fiction|realistic-fiction|young-adult|high-school|humor|childrens,dir29/90475.Teen_Idol.html,722,Teen Idol
3.98,150,0373210817,good_reads:book,Karen Ann Hopkins,2013,young-adult|romance|contemporary|realistic-fiction|romance|contemporary-romance|young-adult|young-adult-contemporary|fiction|new-adult|young-adult|young-adult-romance|womens-fiction|chick-lit,dir29/15774969-belonging.html,150,"Belonging (Temptation, #2)"
3.77,349,0307275213,good_reads:book,Michel Houellebecq,2005,fiction|cultural|france|science-fiction|contemporary|science-fiction|dystopia|philosophy|novels|european-literature|french-literature|literature|literary-fiction,dir29/263985.The_Possibility_of_an_Island.html,349,The Possibility of an Island
3.91,1095,1579126243,good_reads:book,Agatha Christie,1936,mystery|fiction|mystery|crime|classics|mystery|detective|thriller|mystery-thriller|european-literature|british-literature|thriller|mystery|murder-mystery|adult,dir29/16322.The_A_B_C_Murders.html,1095,"The A.B.C. Murders (Hercule Poirot, #13)"
3.79,379,0441328008,good_reads:book,Frank Herbert,1984,science-fiction|fiction|fantasy|science-fiction-fantasy|classics|science-fiction|space-opera|speculative-fiction|novels|religion|adventure,dir29/117.Heretics_of_Dune.html,379,Heretics of Dune (Dune Chronicles #5)
4.05,211,0140447539,good_reads:book, mile Zola,1877,classics|fiction|cultural|france|european-literature|french-literature|literature|19th-century|literature|novels|historical-fiction|roman|literary-fiction,dir29/92967.L_Assommoir_The_Dram_Shop_.html,211,"L'Assommoir (The Dram Shop) (The Dram Shop) (Les Rougon-Macquart, #7)"
4.31,50,1482586479,good_reads:book,Cristiane Serruya,2013,romance|contemporary|adult-fiction|erotica|dark,dir29/17454163-trust.html,50,"Trust (Trust Trilogy, #2)"
4.06,341,1857987632,good_reads:book,Arthur C Clarke,1956,science-fiction|fiction|classics|science-fiction|dystopia|science-fiction-fantasy|european-literature|british-literature|novels|fantasy|speculative-fiction|literature,dir29/250024.The_City_and_the_Stars.html,341,The City and the Stars
4.28,37,1470088223,good_reads:book,Chelsea Bellingeri,2012,young-adult|fantasy|fantasy|paranormal|paranormal|witches|young-adult|young-adult-paranormal|romance|romance|paranormal-romance,dir29/13495947-conjured.html,37,"Conjured (New England Witch Chronicles, #2)"
4.29,399,964913980X,good_reads:book,Jos Mauro de Vasconcelos,1968,fiction|novels|classics|childrens|romance|drama|european-literature|portuguese-literature|academic|school|young-adult|cultural|brazil,dir29/192510._.html,399,Ø¯Ø±Ø®Øª Ø²ÛØ¨Ø§Û ÙÙ
3.96,700,0679776591,good_reads:book,Anne Michaels,1996,historical-fiction|fiction|world-war-ii|holocaust|war|cultural|canada|novels|literature,dir29/15836.Fugitive_Pieces.html,700,Fugitive Pieces
3.81,612,0515136816,good_reads:book,Laurell K Hamilton,2003,paranormal|vampires|fantasy|urban-fantasy|fantasy|paranormal|fantasy|romance|romance|paranormal-romance|horror|fiction|fantasy|supernatural|shapeshifters|werewolves,dir29/30245.Cerulean_Sins.html,612,"Cerulean Sins (Anita Blake, Vampire Hunter, #11)"
3.98,256,0984733604,good_reads:book,Jennifer Loren,2011,romance|contemporary|dark|romance|contemporary-romance|new-adult|adult|adult-fiction|erotica|romance|romantic-suspense|mystery|crime|suspense,dir30/12963457-the-devil-s-eyes.html,256,"The Devil's Eyes (The Devil's Eyes, #1)"
4.02,104,,good_reads:book,Chelsea Bellingeri,2011,young-adult|paranormal|witches|fantasy|paranormal|fantasy|fantasy|magic|fantasy|urban-fantasy|fiction|young-adult|young-adult-paranormal|fantasy|supernatural|romance,dir30/12030849-new-england-witch-chronicles.html,104,"New England Witch Chronicles (New England Witch Chronicles, #1)"
4.56,2127,,good_reads:book,K Bromberg,2013,romance|romance|contemporary-romance|adult-fiction|erotica|contemporary|sports-and-games|sports|romance|erotic-romance|new-adult|adult,dir30/17880708-fueled.html,2127,"Fueled (The Driven Trilogy, #2)"
5.0,0,0983002282,good_reads:book,Rebekah McClew,2012,,dir30/17608096-obscured-darkness.html,0,Obscured Darkness (Family Secrets #2)
4.03,756,0385481969,good_reads:book,C D Payne,1995,fiction|humor|young-adult|young-adult|coming-of-age|humor|funny|humor|comedy|contemporary|book-club|young-adult|teen|young-adult|high-school,dir30/10050.Youth_in_Revolt.html,756,Youth in Revolt
3.94,433,0425181111,good_reads:book,Dean Koontz,1986,horror|fiction|thriller|suspense|mystery|science-fiction|fantasy|thriller|mystery-thriller|adult|fantasy|paranormal,dir30/15676.Strangers.html,433,Strangers
4.33,2172,0734406940,good_reads:book,Shaun Tan,2007,sequential-art|graphic-novels|sequential-art|comics|fantasy|childrens|picture-books|fiction|young-adult|art|childrens|graphic-novels-comics|historical-fiction,dir30/920607.The_Arrival.html,2172,The Arrival
3.7,9541,0670038601,good_reads:book,Tana French,2007,mystery|fiction|mystery|crime|thriller|book-club|thriller|mystery-thriller|cultural|ireland|suspense|adult|adult-fiction,dir30/237209.In_the_Woods.html,9541,"In the Woods (Dublin Murder Squad, #1)"
3.94,71,,good_reads:book,John Patrick Kennedy,2013,fantasy|paranormal|angels|fantasy|paranormal|fiction|fantasy|supernatural|romance|paranormal|demons|fantasy|dark-fantasy|science-fiction|dystopia|dark,dir30/19468216-plague-of-angels.html,71,"Plague of Angels (The Descended, #1)"
5.0,0,0983002215,good_reads:book,Rebekah McClew,2011,,dir30/16200303-family-secrets.html,0,Family Secrets
3.88,844,1416521836,good_reads:book,Laura Wiess,2007,young-adult|fiction|sociology|abuse|contemporary|realistic-fiction|young-adult|teen|mystery|dark|mystery|crime|womens-fiction|chick-lit,dir30/162086.Such_a_Pretty_Girl.html,844,Such a Pretty Girl
4.38,44,0552144320,good_reads:book,Terry Pratchett,1997,fantasy|fiction|humor|humor|comedy|science-fiction-fantasy|humor|funny|mystery|fantasy|magic|novels|plays,dir30/7557548-men-at-arms.html,44,Men at Arms
3.55,873,0060757353,good_reads:book,Paul Zindel,1968,young-adult|fiction|classics|academic|school|academic|read-for-school|realistic-fiction|young-adult|teen|childrens|young-adult|high-school|childrens|middle-grade,dir30/128092.The_Pigman.html,873,The Pigman
4.42,843,0373775814,good_reads:book,Gena Showalter,2011,romance|paranormal-romance|fantasy|paranormal|romance|paranormal|demons|fantasy|adult|fantasy|mythology|paranormal|angels|fantasy|urban-fantasy|fiction,dir30/8038219-the-darkest-surrender.html,843,"The Darkest Surrender (Lords of the Underworld, #8)"
3.83,50,,good_reads:book,Ally Shields,2012,fantasy|urban-fantasy|paranormal|vampires|fantasy|paranormal|fantasy|paranormal|witches|fantasy|magic|paranormal|shapeshifters|shapeshifters|werewolves|fantasy|supernatural|romance,dir30/16008403-awakening-the-fire.html,50,"Awakening the Fire (Guardian Witch, #1)"
4.12,3493,0618477942,good_reads:book,Alison Bechdel,2006,sequential-art|graphic-novels|autobiography|memoir|sequential-art|comics|non-fiction|glbt|queer|glbt|biography|graphic-novels-comics|book-club|biography|autobiography,dir30/38990.Fun_Home.html,3493,Fun Home
3.85,673,0061020656,good_reads:book,Terry Pratchett,1989,humor|fiction|fantasy|humor|comedy|science-fiction-fantasy|humor|funny,dir30/64217.Pyramids.html,673,"Pyramids (Discworld, #7)"
3.82,1328,1416955208,good_reads:book,Lisa Schroeder,2008,young-adult|romance|fantasy|paranormal|paranormal|ghosts|poetry|fantasy|contemporary|fantasy|supernatural|fiction|death,dir30/1832749.I_Heart_You_You_Haunt_Me.html,1328,"I Heart You, You Haunt Me"
4.25,578,0545310032,good_reads:book,Wendy Mass,2011,realistic-fiction|fantasy|young-adult|childrens|middle-grade|fiction|mystery|childrens|contemporary|young-adult|teen|adventure,dir30/10473214-13-gifts.html,578,"13 Gifts (Willow Falls, #3)"
3.93,92,0979886945,good_reads:book,Veronica Blade,2011,young-adult|fantasy|paranormal|paranormal|witches|fantasy|magic|fantasy|romance|romance|paranormal-romance|young-adult|high-school|young-adult|young-adult-paranormal|fantasy|supernatural,dir30/12518734-something-witchy-this-way-comes.html,92,"Something Witchy This Way Comes (Something Witchy, #1)"
4.93,6,1453634819,good_reads:book,Dennis Sharpe,2010,,dir30/11187861-the-years-distilled.html,6,The Years Distilled
4.29,3899,,good_reads:book,Gail McHugh,2013,romance|new-adult|romance|contemporary-romance|contemporary|adult-fiction|erotica|adult|romance|erotic-romance|love|drama|womens-fiction|chick-lit,dir30/17158596-collide.html,3899,"Collide (Collide, #1)"
4.46,873,031607991X,good_reads:book,Brent Weeks,2012,fantasy|fantasy|epic-fantasy|fiction|fantasy|high-fantasy|fantasy|magic|epic|adventure|science-fiction-fantasy|action|science-fiction,dir30/12499290-the-blinding-knife.html,873,"The Blinding Knife (Lightbringer, #2)"
3.99,938,0307376656,good_reads:book,Ildefonso Falcones,2006,history|cultural|spain|european-literature|spanish-literature|historical-fiction|medieval|roman|drama|book-club|religion|literature|romance,dir30/54984.La_catedral_del_mar.html,938,La catedral del mar
3.94,2270,0375758992,good_reads:book,Alexandra Fuller,2001,non-fiction|autobiography|memoir|book-club|cultural|africa|biography|travel|biography-memoir|history|adult|cultural|international,dir30/24687.Don_t_Let_s_Go_to_the_Dogs_Tonight.html,2270,Don't Let's Go to the Dogs Tonight
4.05,1779,0385521383,good_reads:book,Edward Rutherfurd,2009,historical-fiction|fiction|new-york|book-club,dir30/6257535-new-york.html,1779,New York
3.76,187,0006473296,good_reads:book,Stephen R Donaldson,1977,fantasy|fiction|fantasy|epic-fantasy|science-fiction-fantasy|science-fiction|epic|fantasy|high-fantasy|fantasy|magic|literature|20th-century|speculative-fiction,dir30/179033.The_Chronicles_of_Thomas_Covenant_the_Unbeliever.html,187,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant, #1-3)"
3.74,47,,good_reads:book,O L Ramos,2013,fantasy|paranormal|romance|paranormal-romance|romance|paranormal|vampires|adult|young-adult|fantasy|urban-fantasy,dir30/17833728-the-keeper.html,47,"The Keeper (The Keeper, #1)"
4.73,1,0983002274,good_reads:book,Rebekah McClew,2012,,dir30/16173867-mortal.html,1,Mortal
3.6,0,0405047924,good_reads:book,Herodotus,1973,classics,dir30/2533529.Herodotus_7_9.html,0,Herodotus 7-9
4.2,24,,good_reads:book,Christopher Shields,2012,fantasy|fantasy|magic|fantasy|urban-fantasy|young-adult|fantasy|paranormal|paranormal|fairies|fiction|fairies|fae|romance,dir30/16162553-the-changeling.html,24,"The Changeling (Weald Fae Journals, #2)"
3.73,3881,1597801577,good_reads:book,Paolo Bacigalupi,2009,science-fiction|fiction|science-fiction|dystopia|science-fiction|steampunk|fantasy|apocalyptic|post-apocalyptic|science-fiction-fantasy|speculative-fiction,dir30/6597651-the-windup-girl.html,3881,The Windup Girl
4.03,633,1595541896,good_reads:book,Frank E Peretti,1995,fiction|christian|horror|thriller|fantasy|religion|religion|christianity|adult|spirituality|fantasy|paranormal,dir30/365006.The_Oath.html,633,The Oath
4.35,35,1480137510,good_reads:book,Chelsea Bellingeri,2012,young-adult|fantasy|romance|fantasy|paranormal|romance|paranormal-romance,dir30/16109045-wicked-betrayal.html,35,"Wicked Betrayal (New England Witch Chronicles, #3)"
4.09,103,1930900236,good_reads:book,Astrid Lindgren,1954,fantasy|childrens|classics|fiction|european-literature|swedish-literature|european-literature|scandinavian-literature|young-adult|adventure|european-literature|german-literature|novels,dir30/181087.Mio_My_Son.html,103,"Mio, My Son"
3.88,1344,1439147973,good_reads:book,Jennifer Estep,2010,fantasy|urban-fantasy|fantasy|paranormal|fantasy|fantasy|magic|paranormal|vampires|romance|adult|romance|paranormal-romance|fantasy|supernatural|fiction,dir30/6611038-spider-s-bite.html,1344,"Spider's Bite (Elemental Assassin, #1)"
3.81,764,0393322572,good_reads:book,Betty Friedan,1963,feminism|non-fiction|classics|psychology|politics|book-club|history|philosophy|womens,dir30/38723.The_Feminine_Mystique.html,764,The Feminine Mystique
3.85,853,0007157177,good_reads:book,C S Lewis,1945,science-fiction|fiction|fantasy|christian|classics|christian-fiction|science-fiction-fantasy|religion|religion|christianity|literature,dir30/100933.That_Hideous_Strength.html,853,"That Hideous Strength (Space Trilogy, #3)"
3.59,3565,1416524517,good_reads:book,Stephen King,2006,horror|fiction|horror|zombies|thriller|science-fiction|apocalyptic|post-apocalyptic|fantasy|science-fiction|apocalyptic|suspense,dir30/10567.Cell.html,3565,Cell
4.55,567,076536543X,good_reads:book,Brandon Sanderson,2009,fantasy|fantasy|epic-fantasy|fiction|fantasy|magic|science-fiction-fantasy|science-fiction|epic|fantasy|high-fantasy|adult|science-fiction|dystopia,dir30/6604209-mistborn-trilogy-boxed-set.html,567,"Mistborn Trilogy Boxed Set (Mistborn, #1-3)"
4.44,4023,1401908977,good_reads:book,Immaculee Ilibagiza,2006,non-fiction|book-club|biography|autobiography|memoir|history|cultural|africa|religion|inspirational|biography|autobiography|christian,dir30/408615.Left_to_Tell.html,4023,Left to Tell
3.74,5905,,good_reads:book,Charlaine Harris,2011,paranormal|vampires|fantasy|fantasy|paranormal|fantasy|urban-fantasy|fiction|romance|mystery|romance|paranormal-romance|fantasy|supernatural|adult,dir30/7981206-dead-reckoning.html,5905,"Dead Reckoning (Sookie Stackhouse, #11)"
4.08,261,1567923046,good_reads:book,Dino Buzzati,1940,fiction|european-literature|italian-literature|classics|cultural|italy|novels|literature|war|fantasy|literature|20th-century|magical-realism,dir30/83017.The_Tartar_Steppe.html,261,The Tartar Steppe
4.06,1839,0312349491,good_reads:book,Janet Evanovich,2007,mystery|fiction|humor|womens-fiction|chick-lit|romance|mystery|crime|humor|funny|humor|comedy|thriller|mystery-thriller|contemporary,dir30/40317.Lean_Mean_Thirteen.html,1839,Lean Mean Thirteen (Stephanie Plum #13)
3.85,1153,0061161535,good_reads:book,Isabel Allende,2006,fiction|historical-fiction|book-club|european-literature|spanish-literature|literature|novels|romance|cultural|latin-american|magical-realism|adult-fiction,dir30/3300.In_s_of_My_Soul.html,1153,InÃ©s of My Soul
3.8,1172,1439178232,good_reads:book,Jennifer Echols,2010,young-adult|romance|contemporary|womens-fiction|chick-lit|realistic-fiction|young-adult|teen|young-adult|high-school|romance|contemporary-romance|young-adult|young-adult-romance|fiction,dir30/7129588-forget-you.html,1172,Forget You
4.4,1117,,good_reads:book,Cinda Williams Chima,2011,young-adult|fantasy|fantasy|magic|romance|fantasy|high-fantasy|adventure|young-adult|young-adult-fantasy|fiction|fantasy|epic-fantasy|young-adult|teen,dir30/9409469-the-gray-wolf-throne.html,1117,"The Gray Wolf Throne (Seven Realms, #3)"
3.99,5343,145161747X,good_reads:book,Alice Hoffman,2011,fiction|book-club|historical-fiction|magical-realism|adult-fiction|adult|literature|jewish,dir30/10950924-the-dovekeepers.html,5343,The Dovekeepers
3.97,471,0765342677,good_reads:book,Isobelle Carmody,1987,fantasy|young-adult|science-fiction|dystopia|apocalyptic|post-apocalyptic|fiction|science-fiction|adventure|fantasy|paranormal|young-adult|young-adult-fantasy|science-fiction-fantasy,dir30/47916.Obernewtyn.html,471,"Obernewtyn (Obernewtyn Chronicles, #1)"
3.87,1340,0142400769,good_reads:book,Andrew Clements,2002,young-adult|science-fiction|fiction|fantasy|mystery|childrens|young-adult|teen|childrens|middle-grade|realistic-fiction,dir30/542752.Things_Not_Seen.html,1340,"Things Not Seen (Things, #1)"
4.37,664,0842339760,good_reads:book,Francine Rivers,1995,christian-fiction|historical-fiction|fiction|christian|romance|romance|christian-romance|religion|adult|christian-fiction|christian-historical-fiction|inspirational,dir30/95621.As_Sure_as_the_Dawn.html,664,"As Sure as the Dawn (Mark of the Lion, #3)"
4.04,660,1857989341,good_reads:book,Isaac Asimov,1973,science-fiction|fiction|science-fiction-fantasy|classics|fantasy,dir30/41821.The_Gods_Themselves.html,660,The Gods Themselves
4.04,4732,0062200577,good_reads:book,Joe Hill,2013,fantasy|thriller|fantasy|paranormal|paranormal|vampires|fantasy|supernatural,dir30/15729539-nos4a2.html,4732,NOS4A2
4.08,3180,1408816032,good_reads:book,Madeline Miller,2011,historical-fiction|fiction|fantasy|mythology|fantasy|romance|glbt|war,dir30/11250317-the-song-of-achilles.html,3180,The Song of Achilles
4.15,2032,0312966970,good_reads:book,Janet Evanovich,1998,mystery|fiction|womens-fiction|chick-lit|humor|romance|mystery|crime|humor|funny|humor|comedy,dir30/6422.Four_to_Score.html,2032,"Four to Score (Stephanie Plum, #4)"
3.7,880,0140183523,good_reads:book,Rudyard Kipling,1901,classics|cultural|india|adventure|historical-fiction|literature|european-literature|british-literature|fiction|young-adult|novels|cultural|asia,dir30/210834.Kim.html,880,Kim
4.47,3505,,good_reads:book,Amy Harmon,2013,romance|new-adult|contemporary|romance|contemporary-romance|war|military|young-adult|fiction|drama|war|young-adult|high-school,dir30/18301124-making-faces.html,3505,Making Faces
3.05,5012,0143036696,good_reads:book,Sue Monk Kidd,2005,fiction|book-club|womens-fiction|chick-lit|romance|adult-fiction|contemporary|adult|novels|american|southern|womens,dir30/6976.The_Mermaid_Chair.html,5012,The Mermaid Chair
4.55,346,9753638027,good_reads:book,Sabahattin Ali,1943,asian-literature|turkish-literature|cultural|turkish|novels|classics|fiction|roman|literature|romance|classics|modern-classics|literary-fiction,dir30/220826.K_rk_Mantolu_Madonna.html,346,KÃ¼rk Mantolu Madonna
4.03,872,0689864124,good_reads:book,Heather Vogel Frederick,2007,young-adult|realistic-fiction|fiction|childrens|middle-grade|womens-fiction|chick-lit|childrens|contemporary,dir30/318016.The_Mother_Daughter_Book_Club.html,872,"The Mother-Daughter Book Club (The Mother-Daughter Book Club, #1)"
4.07,488,0141026162,good_reads:book,Richard Dawkins,1986,non-fiction|science|biology|evolution|science|biology|religion|philosophy|religion|atheism|science|popular-science|biology|genetics,dir30/117047.The_Blind_Watchmaker.html,488,The Blind Watchmaker
4.14,204,846750269X,good_reads:book,Laura Gallego Garc a,2004,fantasy|young-adult|european-literature|spanish-literature|fantasy|dragons|romance|fantasy|magic|adventure|childrens|cultural|spain|contemporary,dir30/1099262.La_resistencia.html,204,"La resistencia (Memorias de IdhÃºn, #1)"
4.2,97,0521567041,good_reads:book,Friedrich Nietzsche,1878,philosophy|non-fiction|classics|european-literature|german-literature|psychology|philosophy|theory|history,dir30/451565.Human_All_Too_Human.html,97,"Human, All Too Human"
